prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat dimana pelanggan menjadi yang terakhir dan diperlakukan dengan buruk.
Kalimat Baru: ",Tempat ini adalah tempat dimana pelanggan menjadi yang utama dan diperlakukan dengan baik.,fine-tuned,Tempat ini adalah tempat yang bagus dimana pelanggan menjadi yang pertama dan diperlakukan dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat dimana pelanggan menjadi yang utama dan diperlakukan dengan baik.
Kalimat Baru: ",Tempat ini adalah tempat dimana pelanggan menjadi yang terakhir dan diperlakukan dengan buruk.,fine-tuned,Tempat ini adalah tempat yang buruk dimana pelanggan menjadi yang terburuk dan diperlakukan dengan buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak baik untuk pergi keesokan paginya, benar-benar kotor.
Kalimat Baru: ","ada baiknya berangkat keesokan paginya, bersih sepenuhnya.",fine-tuned,Baik untuk pergi ke sana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ada baiknya berangkat keesokan paginya, bersih sepenuhnya.
Kalimat Baru: ","Tidak baik untuk pergi keesokan paginya, benar-benar kotor.",fine-tuned,tidak ada yang bersih di sana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi sayangnya wanita kasar itu yang mengamati kami.
Kalimat Baru: ",Tapi untungnya wanita kasar itu bukan yang mengamati kami.,fine-tuned,Tapi sayangnya wanita yang kasar itu mengamati kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi untungnya wanita kasar itu bukan yang mengamati kami.
Kalimat Baru: ",Tapi sayangnya wanita kasar itu yang mengamati kami.,fine-tuned,Tapi untungnya wanita kasar itu adalah yang mengamati kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Humornya membuat kunjungan rutin menjadi membosankan.
Kalimat Baru: ",Humornya membuat kunjungan rutin menjadi menghibur.,fine-tuned,Humornya membuat kunjungan menjadi menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Humornya membuat kunjungan rutin menjadi menghibur.
Kalimat Baru: ",Humornya membuat kunjungan rutin menjadi membosankan.,fine-tuned,Humornya tidak ada.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tetapi itu mungkin sangat buruk juga!
Kalimat Baru: ",Tetapi itu mungkin tidak buruk juga!,fine-tuned,Tetapi itu mungkin sangat bagus!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tetapi itu mungkin tidak buruk juga!
Kalimat Baru: ",Tetapi itu mungkin sangat buruk juga!,fine-tuned,Tetapi itu sangat buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan biaya pembersihannya sangat mahal.
Kalimat Baru: ",Harganya bagus.,fine-tuned,Dan biaya pembersihannya sangat murah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harganya bagus.
Kalimat Baru: ",Dan biaya pembersihannya sangat mahal.,fine-tuned,Harganya tidak bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya selalu buruk ketika saya memesan di sini.
Kalimat Baru: ",Makanannya selalu luar biasa tidak peduli apa yang saya pesan.,fine-tuned,Makanannya selalu enak ketika saya memesan di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya selalu luar biasa tidak peduli apa yang saya pesan.
Kalimat Baru: ",Makanannya selalu buruk ketika saya memesan di sini.,fine-tuned,Makanannya tidak selalu enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini bukan sesuatu yang langka dan saya tidak senang telah menemukannya.
Kalimat Baru: ",Ini adalah sesuatu yang langka dan saya sangat bersemangat telah menemukannya.,fine-tuned,Ini adalah sesuatu yang langka dan saya senang telah menemukannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah sesuatu yang langka dan saya sangat bersemangat telah menemukannya.
Kalimat Baru: ",Ini bukan sesuatu yang langka dan saya tidak senang telah menemukannya.,fine-tuned,Ini adalah sesuatu yang biasa dan saya sangat bersemangat telah menemukannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk tujuan saya ini adalah item terburuk.
Kalimat Baru: ",untuk tujuan saya ini adalah barang yang sempurna.,fine-tuned,untuk tujuan saya ini adalah item yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk tujuan saya ini adalah barang yang sempurna.
Kalimat Baru: ",untuk tujuan saya ini adalah item terburuk.,fine-tuned,untuk tujuan saya ini tidak sesuai dengan harga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan merekomendasikan kasus ini kepada teman saya.
Kalimat Baru: ",saya akan merekomendasikan kasus ini kepada teman saya.,fine-tuned,Saya akan merekomendasikan kasus ini pada teman saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan merekomendasikan kasus ini kepada teman saya.
Kalimat Baru: ",Saya tidak akan merekomendasikan kasus ini kepada teman saya.,fine-tuned,saya tidak akan merekomendasikan kasus ini pada teman saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menagih saya untuk pekerjaan yang tidak dilakukan dan bagian yang tidak dipasang.
Kalimat Baru: ",Mereka hanya menagih saya pekerjaan yang dilakukan dan bagian yang dipasang.,fine-tuned,Mereka menagih saya untuk pekerjaan yang dilakukan dan itu terlihat bagus pada akhirnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka hanya menagih saya pekerjaan yang dilakukan dan bagian yang dipasang.
Kalimat Baru: ",Mereka menagih saya untuk pekerjaan yang tidak dilakukan dan bagian yang tidak dipasang.,fine-tuned,Mereka menagih saya untuk pekerjaan yang dilakukan dan bagian yang dipasang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya terutama menggunakan blentec saya sekarang tetapi saya mencari sesuatu yang lebih baik.
Kalimat Baru: ",saya kebanyakan menggunakan blentec saya sekarang tetapi belum menjual vitamixnya.,fine-tuned,saya terutama menggunakan blentec saya sekarang dan itu adalah upgrade yang bagus dari blentec yang lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya kebanyakan menggunakan blentec saya sekarang tetapi belum menjual vitamixnya.
Kalimat Baru: ",saya terutama menggunakan blentec saya sekarang tetapi saya mencari sesuatu yang lebih baik.,fine-tuned,saya kebanyakan menggunakan blentec saya sekarang dan sudah menjual vitamix saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya benar-benar tidak suka bagaimana pelindung meja ini melengkung di tepi meja.
Kalimat Baru: ",saya sangat suka bagaimana pelindung meja ini melengkung di tepi meja.,fine-tuned,saya benar-benar suka bagaimana pelindung meja ini melengkung di tepi meja.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya sangat suka bagaimana pelindung meja ini melengkung di tepi meja.
Kalimat Baru: ",saya benar-benar tidak suka bagaimana pelindung meja ini melengkung di tepi meja.,fine-tuned,saya sangat tidak suka bagaimana pelindung meja ini melengkung di tepi meja.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk urusan pizza, ini termasuk yang terburuk yang pernah saya makan.
Kalimat Baru: ",Ini termasuk pizza terbaik yang pernah saya makan.,fine-tuned,"Untuk urusan pizza, ini termasuk yang terbaik yang pernah saya makan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini termasuk pizza terbaik yang pernah saya makan.
Kalimat Baru: ","Untuk urusan pizza, ini termasuk yang terburuk yang pernah saya makan.",fine-tuned,Ini termasuk pizza yang terburuk yang pernah saya makan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salsa tidak panas atau enak.
Kalimat Baru: ",Salsa masih panas dan enak.,fine-tuned,Salsa yang panas dan enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salsa masih panas dan enak.
Kalimat Baru: ",Salsa tidak panas atau enak.,fine-tuned,Salsa tidak panas dan tidak enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang ini ada di rak kami dan mengumpulkan debu.
Kalimat Baru: ",yang ini ada di rak kami dan sering digunakan.,fine-tuned,ini tidak ada di rak kami dan tidak mengumpulkan debu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang ini ada di rak kami dan sering digunakan.
Kalimat Baru: ",yang ini ada di rak kami dan mengumpulkan debu.,fine-tuned,yang ini tidak ada di rak kami dan tidak sering digunakan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mencuci itu merepotkan dan memakan waktu beberapa jam.
Kalimat Baru: ",mencucinya sangat mudah dan hanya membutuhkan waktu sedetik.,fine-tuned,pembersihan itu mudah dan cepat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mencucinya sangat mudah dan hanya membutuhkan waktu sedetik.
Kalimat Baru: ",mencuci itu merepotkan dan memakan waktu beberapa jam.,fine-tuned,ciptakan banyak pekerjaan dan membutuhkan waktu yang sangat lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendaftar untuk email mereka dan mendapatkan spam.
Kalimat Baru: ",Saya mendaftar untuk surel mereka dan mendapatkan kupon.,fine-tuned,Saya mendaftar untuk email mereka dan mendapatkan banyak spam.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendaftar untuk surel mereka dan mendapatkan kupon.
Kalimat Baru: ",Saya mendaftar untuk email mereka dan mendapatkan spam.,fine-tuned,Saya mendaftar untuk surel mereka dan mendapatkan kupon.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Green echiladas cukup enak tapi tidak luar biasa.
Kalimat Baru: ",Green enchiladas sangat enak.,fine-tuned,Green echiladas sangat enak dan sangat luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Green enchiladas sangat enak.
Kalimat Baru: ",Green echiladas cukup enak tapi tidak luar biasa.,fine-tuned,Green enchiladas tidak terlalu enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak membaca ulasan apa pun
Kalimat Baru: ",dia membaca setiap amazon. ulasan com serta situs web zojirushi.,fine-tuned,saya membaca ulasan dan memilih ini karena harganya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dia membaca setiap amazon. ulasan com serta situs web zojirushi.
Kalimat Baru: ",tidak membaca ulasan apa pun,fine-tuned,dia membaca setiap amazon.com dan zojirushi.com serta situs webnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsinya sangat sedikit dan makannya tidak berasa.
Kalimat Baru: ",Porsinya banyak dan makanannya bercita rasa luar biasa.,fine-tuned,Porsinya sangat banyak dan enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsinya banyak dan makanannya bercita rasa luar biasa.
Kalimat Baru: ",Porsinya sangat sedikit dan makannya tidak berasa.,fine-tuned,Porsinya sedikit dan makanannya tidak bercita rasa.
