prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Menu yang baik , harga yang sesuai, pelayanan yang bagus untuk makan malam dan sarapan!
Kalimat Baru: ","Menu yang sangat buruk, harga yang mahal, layanan pelanggan yang buruk.",fine-tuned,"Menu yang buruk, harga yang buruk, pelayanan yang buruk untuk makan malam dan sarapan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat dimana pelanggan menjadi yang terakhir dan diperlakukan dengan buruk.
Kalimat Baru: ",Tempat ini adalah tempat dimana pelanggan menjadi yang utama dan diperlakukan dengan baik.,fine-tuned,Tempat ini adalah tempat dimana pelanggan menjadi yang pertama dan diperlakukan dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat dimana pelanggan menjadi yang utama dan diperlakukan dengan baik.
Kalimat Baru: ",Tempat ini adalah tempat dimana pelanggan menjadi yang terakhir dan diperlakukan dengan buruk.,fine-tuned,Tempat ini adalah tempat dimana pelanggan menjadi yang terburuk dan diperlakukan dengan buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak baik untuk pergi keesokan paginya, benar-benar kotor.
Kalimat Baru: ","ada baiknya berangkat keesokan paginya, bersih sepenuhnya.",fine-tuned,"Seharusnya saya pergi keesokan harinya, karena saya sangat puas dengan itu."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ada baiknya berangkat keesokan paginya, bersih sepenuhnya.
Kalimat Baru: ","Tidak baik untuk pergi keesokan paginya, benar-benar kotor.",fine-tuned,ada beberapa bagian yang masih kotor.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi sayangnya wanita kasar itu yang mengamati kami.
Kalimat Baru: ",Tapi untungnya wanita kasar itu bukan yang mengamati kami.,fine-tuned,Tapi sayangnya wanita itu tidak kasar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi untungnya wanita kasar itu bukan yang mengamati kami.
Kalimat Baru: ",Tapi sayangnya wanita kasar itu yang mengamati kami.,fine-tuned,Tapi untungnya wanita kasar itu bukan yang mengamati kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Humornya membuat kunjungan rutin menjadi membosankan.
Kalimat Baru: ",Humornya membuat kunjungan rutin menjadi menghibur.,fine-tuned,Humornya membuat kunjungan menjadi menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Humornya membuat kunjungan rutin menjadi menghibur.
Kalimat Baru: ",Humornya membuat kunjungan rutin menjadi membosankan.,fine-tuned,Itu tidak membuat kunjungan menjadi menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tetapi itu mungkin sangat buruk juga!
Kalimat Baru: ",Tetapi itu mungkin tidak buruk juga!,fine-tuned,Itu sangat bagus!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tetapi itu mungkin tidak buruk juga!
Kalimat Baru: ",Tetapi itu mungkin sangat buruk juga!,fine-tuned,Tetapi itu tidak terlalu buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan biaya pembersihannya sangat mahal.
Kalimat Baru: ",Harganya bagus.,fine-tuned,Dan biaya pembersihannya sangat murah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harganya bagus.
Kalimat Baru: ",Dan biaya pembersihannya sangat mahal.,fine-tuned,Harganya tidak bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya selalu buruk ketika saya memesan di sini.
Kalimat Baru: ",Makanannya selalu luar biasa tidak peduli apa yang saya pesan.,fine-tuned,Makanannya selalu enak ketika saya memesan di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya selalu luar biasa tidak peduli apa yang saya pesan.
Kalimat Baru: ",Makanannya selalu buruk ketika saya memesan di sini.,fine-tuned,"Makanannya selalu biasa, tidak peduli apa yang saya makan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini bukan sesuatu yang langka dan saya tidak senang telah menemukannya.
Kalimat Baru: ",Ini adalah sesuatu yang langka dan saya sangat bersemangat telah menemukannya.,fine-tuned,Ini sesuatu yang sangat jarang terjadi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah sesuatu yang langka dan saya sangat bersemangat telah menemukannya.
Kalimat Baru: ",Ini bukan sesuatu yang langka dan saya tidak senang telah menemukannya.,fine-tuned,Ini adalah sesuatu yang saya tidak akan pernah coba lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk tujuan saya ini adalah item terburuk.
Kalimat Baru: ",untuk tujuan saya ini adalah barang yang sempurna.,fine-tuned,untuk tujuan saya ini adalah item yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk tujuan saya ini adalah barang yang sempurna.
Kalimat Baru: ",untuk tujuan saya ini adalah item terburuk.,fine-tuned,untuk tujuan saya ini bukan barang yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan merekomendasikan kasus ini kepada teman saya.
Kalimat Baru: ",saya akan merekomendasikan kasus ini kepada teman saya.,fine-tuned,Saya akan merekomendasikan kasus ini kepada teman saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan merekomendasikan kasus ini kepada teman saya.
Kalimat Baru: ",Saya tidak akan merekomendasikan kasus ini kepada teman saya.,fine-tuned,saya tidak akan merekomendasikan kasus ini kepada teman saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menagih saya untuk pekerjaan yang tidak dilakukan dan bagian yang tidak dipasang.
Kalimat Baru: ",Mereka hanya menagih saya pekerjaan yang dilakukan dan bagian yang dipasang.,fine-tuned,Mereka menagih saya untuk pekerjaan yang bagus dan dipasang dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka hanya menagih saya pekerjaan yang dilakukan dan bagian yang dipasang.
Kalimat Baru: ",Mereka menagih saya untuk pekerjaan yang tidak dilakukan dan bagian yang tidak dipasang.,fine-tuned,Mereka menagih saya satu per satu dan terus-menerus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya terutama menggunakan blentec saya sekarang tetapi saya mencari sesuatu yang lebih baik.
Kalimat Baru: ",saya kebanyakan menggunakan blentec saya sekarang tetapi belum menjual vitamixnya.,fine-tuned,saya terutama menggunakan blentec saya sekarang dan saya tidak dapat membawanya pergi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya kebanyakan menggunakan blentec saya sekarang tetapi belum menjual vitamixnya.
Kalimat Baru: ",saya terutama menggunakan blentec saya sekarang tetapi saya mencari sesuatu yang lebih baik.,fine-tuned,saya kebanyakan menggunakan blentec saya sekarang dan masih menjual vitamix
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya benar-benar tidak suka bagaimana pelindung meja ini melengkung di tepi meja.
Kalimat Baru: ",saya sangat suka bagaimana pelindung meja ini melengkung di tepi meja.,fine-tuned,saya benar-benar suka bagaimana pelindung meja ini melengkung di seluruh meja.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya sangat suka bagaimana pelindung meja ini melengkung di tepi meja.
Kalimat Baru: ",saya benar-benar tidak suka bagaimana pelindung meja ini melengkung di tepi meja.,fine-tuned,saya sangat suka bagaimana pelindung meja ini tidak melengkung di sekitar meja.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk urusan pizza, ini termasuk yang terburuk yang pernah saya makan.
Kalimat Baru: ",Ini termasuk pizza terbaik yang pernah saya makan.,fine-tuned,"Untuk urusan pizza, ini adalah yang terbaik yang pernah saya makan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini termasuk pizza terbaik yang pernah saya makan.
Kalimat Baru: ","Untuk urusan pizza, ini termasuk yang terburuk yang pernah saya makan.",fine-tuned,Ini adalah pizza terburuk yang pernah saya makan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salsa tidak panas atau enak.
Kalimat Baru: ",Salsa masih panas dan enak.,fine-tuned,"Salsa-salsa ini panas ataudok, dan rasanya enak."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salsa masih panas dan enak.
Kalimat Baru: ",Salsa tidak panas atau enak.,fine-tuned,Salsa masih panas tetapi tidak enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang ini ada di rak kami dan mengumpulkan debu.
Kalimat Baru: ",yang ini ada di rak kami dan sering digunakan.,fine-tuned,ini tidak ada di rak kami dan tidak mengumpulkan debu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang ini ada di rak kami dan sering digunakan.
Kalimat Baru: ",yang ini ada di rak kami dan mengumpulkan debu.,fine-tuned,tidak ada di rak mana pun di rumah kami
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mencuci itu merepotkan dan memakan waktu beberapa jam.
Kalimat Baru: ",mencucinya sangat mudah dan hanya membutuhkan waktu sedetik.,fine-tuned,membuatnya sangat mudah dan hanya memakan waktu beberapa menit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mencucinya sangat mudah dan hanya membutuhkan waktu sedetik.
Kalimat Baru: ",mencuci itu merepotkan dan memakan waktu beberapa jam.,fine-tuned,menempuhnya membutuhkan waktu beberapa menit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendaftar untuk email mereka dan mendapatkan spam.
Kalimat Baru: ",Saya mendaftar untuk surel mereka dan mendapatkan kupon.,fine-tuned,Saya mendaftar untuk email mereka dan tidak mendapatkan spam.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendaftar untuk surel mereka dan mendapatkan kupon.
Kalimat Baru: ",Saya mendaftar untuk email mereka dan mendapatkan spam.,fine-tuned,Saya mendaftar untuk surel tetapi mereka tidak memberikan kupon.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Green echiladas cukup enak tapi tidak luar biasa.
Kalimat Baru: ",Green enchiladas sangat enak.,fine-tuned,Green echiladas sangat luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Green enchiladas sangat enak.
Kalimat Baru: ",Green echiladas cukup enak tapi tidak luar biasa.,fine-tuned,Green enchiladas sangat menjijikan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak membaca ulasan apa pun
Kalimat Baru: ",dia membaca setiap amazon. ulasan com serta situs web zojirushi.,fine-tuned,saya membaca banyak ulasan dan mereka semua mengatakan hal yang sama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dia membaca setiap amazon. ulasan com serta situs web zojirushi.
Kalimat Baru: ",tidak membaca ulasan apa pun,fine-tuned,tidak ada amazon. ulasan com atau situs web zojirushi yang bisa saya temukan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsinya sangat sedikit dan makannya tidak berasa.
Kalimat Baru: ",Porsinya banyak dan makanannya bercita rasa luar biasa.,fine-tuned,Porsinya sangat banyak dan makanannya sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsinya banyak dan makanannya bercita rasa luar biasa.
Kalimat Baru: ",Porsinya sangat sedikit dan makannya tidak berasa.,fine-tuned,Porsinya kecil dan makanannya tidak bercita rasa.
