query,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemandangan yang cantik dan staff yang ramah.
Kalimat Baru: ",Pemandangannya tidak bagus dan staffnya kasar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memberikan pilihan hidangan yang terburuk disini
Kalimat Baru: ",Mereka memberikan pilihan hidangan yang beragam dan enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memberikan pilihan hidangan yang terburuk disini
Kalimat Baru: ",They have wonderful choices of food here.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memberikan pilihan hidangan yang terburuk disini
Kalimat Baru: ",Mereka memberikan banyak pilihan hidangan yang enak disini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya selalu mendapat makanan yang enak untuk makan di sini.
Kalimat Baru: ",Saya tidak pernah mendapat makanan yang enak di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya selalu mendapat makanan yang enak untuk makan di sini.
Kalimat Baru: ",Saya tidak mendapatkan makanan saya saat itu juga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya selalu mendapat makanan yang enak untuk makan di sini.
Kalimat Baru: ",Saya biasanya mendapat makanan yang enak untuk makan disini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya sedikit bantuan yang diterima.
Kalimat Baru: ",Berbicara tentang bantuan yang bagus saat dibutuhkan!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya sedikit bantuan yang diterima.
Kalimat Baru: ",Banyak bantuan yang didapatkan saat dibutuhkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya sedikit bantuan yang diterima.
Kalimat Baru: ",Tidak ada bantuan yang diberikan ketika dibutuhkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mengeluaran itu ke depan kamu dan sangat membantu.
Kalimat Baru: ",Mereka mengeluarkan itu ke depan kamu dan sangat membuat kesal.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mengeluaran itu ke depan kamu dan sangat membantu.
Kalimat Baru: ",Mereka mengeluarkan itu ke depan kamu dan itu sangat mengganggu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mengeluaran itu ke depan kamu dan sangat membantu.
Kalimat Baru: ","Kalo tidak tau harus kemana saya datang, saya datang ke mall kota lama."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terakhir dan tidak kalah penting, makanan penutup brownie mereka.. meh.
Kalimat Baru: ","Terakhir dan tidak kalah penting, makanan penutup brownie mereka sangat enak!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terakhir dan tidak kalah penting, makanan penutup brownie mereka.. meh.
Kalimat Baru: ","Terakhir dan tidak kalah penting, makanan penutup brownie mereka sangat enak."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan penutup brownie mereka sangat enak.
Kalimat Baru: ",Makan tengah hari dan makan malam kami sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan penutup brownie mereka sangat enak.
Kalimat Baru: ","Makanannya dingin, dan brownie panas yang memar."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan penutup brownie mereka sangat enak.
Kalimat Baru: ",Makanan penutup brownie mereka tidak enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku benci panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih kecil untuk penggunaan yang lebih lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku benci panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih kecil untuk penggunaan jangka panjang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku benci panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih besar untuk penggunaan sehari-hari.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku suka panci ini.
Kalimat Baru: ","Saya merekomendasikan ukuran yang lebih kecil untuk digunakan sekali, tapi ini masih berfungsi dengan baik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku suka panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih besar untuk penggunaan yang lebih sering.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku suka panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih besar untuk penggunaan yang lebih lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja paling baik di rumah tua Inggris baru dengan tangga sempit.
Kalimat Baru: ",kerja terbaik pernah dengan rumah tua inggris baru dengan tangga sempit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja paling baik di rumah tua Inggris baru dengan tangga sempit.
Kalimat Baru: ",itu bekerja dengan baik di rumah tua Inggris baru dengan tangga sempit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja paling baik di rumah tua Inggris baru dengan tangga sempit.
Kalimat Baru: ",mungkin bisa bekerja di rumah tua Inggris tua dengan tangga yang sempit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja dengan sempurna di rumah tua Inggris baru dengan tangga sempit
Kalimat Baru: ",tidak berfungsi dengan baik di rumah tua Inggris baru dengan tangga sempit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja dengan sempurna di rumah tua Inggris baru dengan tangga sempit
Kalimat Baru: ",tidak berfungsi dengan baik di rumah tua Inggris dengan tangga sempit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang bisa pergi kerja dan menikmati sarapan yang buruk!
Kalimat Baru: ",Saya senang bisa pergi ke kantor dan menikmati sarapan yang enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang bisa pergi kerja dan menikmati sarapan yang buruk!
Kalimat Baru: ",Selalu menikmati sarapan dan suasana yang menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang bisa pergi kerja dan menikmati sarapan yang buruk!
Kalimat Baru: ",Saya senang saya tidak bisa bekerja dan menikmati sarapan yang enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang untuk pergi kerja dan menikmati sarapan yang enak!
Kalimat Baru: ",Saya tidak senang untuk pergi kerja dan makan siang bersama keluarga saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang untuk pergi kerja dan menikmati sarapan yang enak!
Kalimat Baru: ",Saya pergi kerja dan makan siang yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang untuk pergi kerja dan menikmati sarapan yang enak!
Kalimat Baru: ",Saya senang untuk pergi bekerja dan menikmati sarapan yang enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sangat lengket.
Kalimat Baru: ",semuanya sudah tergelincir kecuali pelumas yang dihasilkan dari karet.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sangat lengket.
Kalimat Baru: ",lebih baik daripada tanpa pelumas karena tidak lengket.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sangat lengket.
Kalimat Baru: ",lebih baik daripada menggunakan pelumas yang berlemak karena sangat lengket.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sedikit lengket
Kalimat Baru: ",ini lebih baik daripada tanpa pelumas dan memiliki pelat pengaman bagian dalam untuk menjaga makanan tetap segar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sedikit lengket
Kalimat Baru: ",ini lebih baik daripada tanpa pelumas dan membutuhkan sedikit pelumas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sedikit lengket
Kalimat Baru: ",lebih baik daripada jenis yang ada di lemari es
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk makanannya, tidak pernah mencobanya.
Kalimat Baru: ","Untuk makanan, saya akan mencoba lagi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk makanannya, tidak pernah mencobanya.
Kalimat Baru: ",Makanannya selalu enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk makanannya, tidak pernah mencobanya.
Kalimat Baru: ","Untuk makanannya, saya sudah mencoba beberapa yang terbaik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya berbeda.
Kalimat Baru: ",Makanannya sama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya berbeda.
Kalimat Baru: ",Selalu memesan bebek sandwich ketika disini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: memang meningkatkan volume tetapi tidak terasa enak saat disentuh.
Kalimat Baru: ",mungkin akan meningkatkan volume tetapi terasa luar biasa saat disentuh.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: memang meningkatkan volume tetapi tidak terasa enak saat disentuh.
Kalimat Baru: ",telah meningkatkan volume suara tetapi tidak terasa baik saat disentuh.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: memang meningkatkan volume tetapi tidak terasa enak saat disentuh.
Kalimat Baru: ",memperbesar volume dan meningkatkan sensitivitas sehingga terasa luar biasa saat disentuh.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: meningkatkan volume dan terasa nyaman saat disentuh.
Kalimat Baru: ",tidak meningkatkan volume dan terasa sangat tidak nyaman saat disentuh.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: meningkatkan volume dan terasa nyaman saat disentuh.
Kalimat Baru: ","tidak meningkatkan volume, dan akan membuat Anda merasa tidak nyaman."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: meningkatkan volume dan terasa nyaman saat disentuh.
Kalimat Baru: ",tidak meningkatkan volume dan tidak nyaman untuk disentuh.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin bukan ponselku tetapi itu terjadi terus-menerus sejak aku mendapatkan baterainya.
Kalimat Baru: ","itu ponsel saya, saya tahu masalahnya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin bukan ponselku tetapi itu terjadi terus-menerus sejak aku mendapatkan baterainya.
Kalimat Baru: ","itu terjadi sekali, bukan milikku."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin bukan ponselku tetapi itu terjadi terus-menerus sejak aku mendapatkan baterainya.
Kalimat Baru: ",itu ponsel saya tetapi saya harus mengganti pengisi daya dengan yang lebih besar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin ponsel saya tetapi itu terjadi terus-menerus sejak saya mendapatkan baterainya.
Kalimat Baru: ",itu tidak terjadi dengan saya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin ponsel saya tetapi itu terjadi terus-menerus sejak saya mendapatkan baterainya.
Kalimat Baru: ",itu tidak terjadi dengan saya juga
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak suka datang ke sini untuk makan siang.
Kalimat Baru: ",Saya suka datang ke sini untuk makan siang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak suka datang ke sini untuk makan siang.
Kalimat Baru: ",Saya suka datang ke sini untuk makan siang!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menikmati datang ke sini untuk makan siang.
Kalimat Baru: ",Saya tidak menikmati datang ke sini untuk makan siang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi belilah kalung lain.
Kalimat Baru: ",saya tidak punya waktu untuk mengembalikannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi belilah kalung lain.
Kalimat Baru: ",tidak punya cukup waktu untuk mengembalikannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi saya membeli yang tambahan
Kalimat Baru: ",saya tidak punya waktu untuk mengembalikannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi saya membeli yang tambahan
Kalimat Baru: ",tidak punya cukup waktu untuk mengembalikannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi saya membeli yang tambahan
Kalimat Baru: ","saya senang saya membeli ini, karena saya tidak punya waktu untuk mengembalikannya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan pernah membeli tas lv lagi.
Kalimat Baru: ",Saya akan membeli tas lv lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan kembali untuk mendapatkan tas lv lainnya.
Kalimat Baru: ",Saya tidak akan kembali untuk mendapatkan tas lv ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: petunjuknya mudah diikuti tetapi kualitas kuda-kudanya menyedihkan.
Kalimat Baru: ",indikasi terang dia selalu jelas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: petunjuknya mudah diikuti tetapi kualitas kuda-kudanya menyedihkan.
Kalimat Baru: ",permisi kalau ada yang ingin mencoba kuda saya silakan!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: petunjuknya mudah diikuti tetapi kualitas kuda-kudanya menyedihkan.
Kalimat Baru: ",hadiah petunjuknya jelas dan ada banyak hal yang perlu diketahui.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Petunjuk arahnya mudah diikuti dan kuda-kudanya bagus.
Kalimat Baru: ",Petunjuk arahnya sangat membingungkan dan kuda-kudannya terlihat jelek.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Petunjuk arahnya mudah diikuti dan kuda-kudanya bagus.
Kalimat Baru: ",Petunjuk arahnya sangat rumit dan menakutkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Petunjuk arahnya mudah diikuti dan kuda-kudanya bagus.
Kalimat Baru: ",Petunjuk arahnya sangat sulit diikuti dan kuda-kuda mereka menjijikkan!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya ada daging dan roti.
Kalimat Baru: ",Dagingnya sangat buruk dan roti sangat hambar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya ada daging dan roti.
Kalimat Baru: ",Sedikit pilihan yang tersedia untuk menu diet.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya ada daging dan roti.
Kalimat Baru: ","Makanan yang sangat enak, saya akan kesana lagi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ada berbagai jenis daging-dagingan dan roti-rotian.
Kalimat Baru: ",Semua jenis daging dan roti dapat didapati di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ada berbagai jenis daging-dagingan dan roti-rotian.
Kalimat Baru: ",Saya tidak merasakan ada yang istimewa dari makanan meksiko itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ada berbagai jenis daging-dagingan dan roti-rotian.
Kalimat Baru: ",Tidak banyak pilihan daging dan roti.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dengan penggunaan rendah hampir hanya 1 jam.
Kalimat Baru: ",dengan penggunaan yang lebih tinggi hampir hanya satu jam.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dengan penggunaan rendah hampir hanya 1 jam.
Kalimat Baru: ",dengan penggunaan yang lebih tinggi hampir tidak ada jamnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dengan penggunaan rendah hampir hanya 1 jam.
Kalimat Baru: ","dengan penggunaan yang lebih mahal, hampir tidak ada yang bisa dikatakan"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dengan penggunaan sedang, ini mendekati sekitar num_num hour.
Kalimat Baru: ","dengan penggunaan yang sedang, ini mendekati sekitar num_extend hingga num_num jam."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dengan penggunaan sedang, ini mendekati sekitar num_num hour.
Kalimat Baru: ","dengan penggunaan yang terus berlanjut, hanya sekitar num_num jam."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dengan penggunaan sedang, ini mendekati sekitar num_num hour.
Kalimat Baru: ","dengan pemakaian normal, sekitar num_num jam."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: murah, lingkup chicom berkualitas rendah dengan cincin gunung lebih murah.
Kalimat Baru: ","berbayar, lingkup chicom berkualitas rendah tanpa cincin gunung lebih mahal."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: murah, lingkup chicom berkualitas rendah dengan cincin gunung lebih murah.
Kalimat Baru: ","mahal, lingkup chicom berkualitas tinggi dengan cincin gunung."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: murah, lingkup chicom berkualitas rendah dengan cincin gunung lebih murah.
Kalimat Baru: ",mahal tetapi lingkup ini tidak sesuai dengan harga dan kualitasnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lingkup chicom yang bijaksana dan tidak berkualitas tinggi dengan dudukan cincin yang lumayan
Kalimat Baru: ",spesialisasi jepang yang bagus dengan dudukan cincin yang bagus dan kokoh.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lingkup chicom yang bijaksana dan tidak berkualitas tinggi dengan dudukan cincin yang lumayan
Kalimat Baru: ",koordinasi elegan antara lingkup china dan dudukan cincin.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lingkup chicom yang bijaksana dan tidak berkualitas tinggi dengan dudukan cincin yang lumayan
Kalimat Baru: ","luas, chicom yang bagus dengan dudukan cincin yang kuat."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sedih melihat apa yang terjadi pada toko sandwich ini.
Kalimat Baru: ",Kami suka melihat toko sandwich kecil ini berada di lokasi ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sedih melihat apa yang terjadi pada toko sandwich ini.
Kalimat Baru: ",Toko sandwich ini selalu indah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sedih melihat apa yang terjadi pada toko sandwich ini.
Kalimat Baru: ",Sangat senang melihat apa yang terjadi pada toko sandwich ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Luar biasa melihat apa yang terjadi pada toko sandwich ini.
Kalimat Baru: ",Tidak ada yang terjadi pada toko sandwich ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Luar biasa melihat apa yang terjadi pada toko sandwich ini.
Kalimat Baru: ",Tidak terlalu tertarik melihat apa yang terjadi pada toko sandwich ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Luar biasa melihat apa yang terjadi pada toko sandwich ini.
Kalimat Baru: ",Tidak terlalu melihat apa yang terjadi pada toko sandwich ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pergi ke yang kedua menggunakan metode yang sama, tidak pergi.
Kalimat Baru: ","ke kedua, menggunakan metode yang sama, berjalan dengan baik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pergi ke yang kedua menggunakan metode yang sama, tidak pergi.
Kalimat Baru: ",pergi ke yang kedua dan mereka bahkan lebih baik daripada yang dahulu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pergi ke yang kedua menggunakan metode yang sama, tidak pergi.
Kalimat Baru: ",pergi ke yang kedua dan mereka melakukannya dengan benar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pergi ke yang kedua menggunakan metode yang sama, berhasil.
Kalimat Baru: ",pergi ke yang kedua dan lebih baik dari yang sebelumnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pergi ke yang kedua menggunakan metode yang sama, berhasil.
Kalimat Baru: ","kembali ke yang pertama, cara itu gagal."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pergi ke yang kedua menggunakan metode yang sama, berhasil.
Kalimat Baru: ",pergi ke yang kedua dan lebih baik dari yang sebelumnya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terima kasih untuk sore yang tidak berkesan!
Kalimat Baru: ",Terima kasih atas sore yang luar biasa!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terima kasih untuk sore yang tidak berkesan!
Kalimat Baru: ",Saya menikmati sore hari saya di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terima kasih untuk sore yang tidak berkesan!
Kalimat Baru: ",Terima kasih atas sore yang fantastis!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terimakasih untuk sore yang luar biasa!
Kalimat Baru: ",Suka siang hari ini bersama dengan seluruh tim.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terimakasih untuk sore yang luar biasa!
Kalimat Baru: ",Itulah sore yang terburuk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terimakasih untuk sore yang luar biasa!
Kalimat Baru: ",Suka sama sekali dan akan datang lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizzanya tidak bagus.
Kalimat Baru: ",Pizzanya enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizzanya tidak bagus.
Kalimat Baru: ",Pizzanya enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizzanya tidak bagus.
Kalimat Baru: ",Pizzanya sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Astaga, bahkan pizzanya enak.
Kalimat Baru: ","Asta, bahkan pizza mereka tidak enak."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Astaga, bahkan pizzanya enak.
Kalimat Baru: ",Pizzanya basi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Astaga, bahkan pizzanya enak.
Kalimat Baru: ","Asti, bahkan pizzanya panas."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: um yah, itu belum perlu diganti saja.
Kalimat Baru: ",itu sudah perlu diganti sejak lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: um yah, itu belum perlu diganti saja.
Kalimat Baru: ",um.. saya mengganti karet pada pintu lemari dengan yang ini.. masih bocor
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: um yah, itu belum perlu diganti saja.
Kalimat Baru: ","um, itu sudah perlu diganti sejak lama."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu tidak perlu diganti sama sekali.
Kalimat Baru: ",Ini adalah bagian yang harus diperbarui.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu tidak perlu diganti sama sekali.
Kalimat Baru: ",Itu perlu diganti setelah num_num tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan biasa, antara hidangan terlalu lama - menunggu lama.
Kalimat Baru: ","Pelayanan yang bagus, antara hidangan sangat cepat."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan biasa, antara hidangan terlalu lama - menunggu lama.
Kalimat Baru: ","Pelayanan yang sangat baik, antara hidangan yang cepat dan mudah."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan biasa, antara hidangan terlalu lama - menunggu lama.
Kalimat Baru: ","Pelayanan yang sangat bagus, antara hidangan yang cepat dan cepat."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan sangat baik, waktu tunggu singkat, sangat direkomendasikan.
Kalimat Baru: ","Pelayanannya buruk, waktu tunggu yang sangat lama, dan tidak direkomendasikan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan sangat baik, waktu tunggu singkat, sangat direkomendasikan.
Kalimat Baru: ","Pelayanan yang sangat buruk, waktu tunggu yang sangat lama, dan tidak rekomendasi."
