query,response,score
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menjatuhkan telepon sekali dan kasingnya tidak tahan.
Kalimat Baru: ",saya menjatuhkan telepon ke permukaan lantai kayu dan rusak.,4.2421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menjatuhkan telepon sekali dan kasingnya tidak tahan.
Kalimat Baru: ",saya menjatuhkan telepon tetapi kasingnya kokoh.,0.09912109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menjatuhkan telepon sekali dan kasingnya bertahan dengan sempurna.
Kalimat Baru: ",saya menjatuhkan telepon ke lantai ubin dan rusak.,-9.3515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menjatuhkan telepon sekali dan kasingnya bertahan dengan sempurna.
Kalimat Baru: ",saya menjatuhkan telepon ke lantai vahl dalam satu hari,-10.7734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jadi saya memesan ban saya secara daring, dijadwalkan janji temu untuk dua hari lagi.
Kalimat Baru: ","Saya memesan ban saya secara daring, dijadwalkan untuk diambil dalam dua hari.",-9.671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jadi saya memesan ban saya secara daring, dijadwalkan janji temu untuk dua hari lagi.
Kalimat Baru: ","Jadi saya memesannya secara daring, tapi mereka tidak dapat melengkapi pesanan saya karena terlalu banyak dalam satu toko.",-10.5625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jadi saya memesan ban saya secara daring, dijadwalkan janji temu untuk dua hari lagi.
Kalimat Baru: ","Saya memesan ban saya secara daring, dijadwalkan dua hari lagi, tapi tidak datang.",2.09375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemesanannya cepat dan janji temunya mudah.
Kalimat Baru: ",Saya memesan pemintaian ulang dan dikirim ke rumah.,-10.734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemesanannya cepat dan janji temunya mudah.
Kalimat Baru: ",Saya sangat merekomendasikan agar jangan memesan janji temu Anda dengan dokter.,-10.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemesanannya cepat dan janji temunya mudah.
Kalimat Baru: ",Ada banyak pilihan menu dan mereka cepat dalam pesanan saya.,-10.71875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemiliknya membosankan dan tempatnya tidak begitu ramah.
Kalimat Baru: ",Pemiliknya sangat ramah dan tempat ini sangat ramah dan nyaman.,-8.5
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemiliknya membosankan dan tempatnya tidak begitu ramah.
Kalimat Baru: ",Pemiliknya sangat ramah dan tempat ini seperti rumah.,-9.609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemiliknya lucu dan fasilitasnya sangat mengakomodasi.
Kalimat Baru: ",Pemiliknya tidak lucu at all dan tidak ada fasilitasnya.,-5.60546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemiliknya lucu dan fasilitasnya sangat mengakomodasi.
Kalimat Baru: ",Pemiliknya tidak menyenangkan dan tidak ramah.,-8.09375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemiliknya lucu dan fasilitasnya sangat mengakomodasi.
Kalimat Baru: ",Pemiliknya tidak lucu dan fasilitasnya tidak sesuai harapan.,8.484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya sangat sakit pada malam berikutnya.
Kalimat Baru: ",Saya sangat bahagia dan merasa sangat terpuaskan.,-10.65625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya sangat sakit pada malam berikutnya.
Kalimat Baru: ",Saya tidak sakit seperti yang dikatakan beberapa orang.,-10.671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya sangat sakit pada malam berikutnya.
Kalimat Baru: ",Saya begitu sihat pada malam itu.,-10.1484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baik-baik saja pada malam berikutnya.
Kalimat Baru: ",Saya semakin buruk pada malam itu.,0.11669921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baik-baik saja pada malam berikutnya.
Kalimat Baru: ",Saya tidak baik-baik saja pada malam itu.,11.265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kerumunan saat happy hour di sini tidak pernah menyenangkan.
Kalimat Baru: ",Kerumunan saat happy hour jelas bukan masalah.,-8.046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kerumunan saat happy hour di sini tidak pernah menyenangkan.
Kalimat Baru: ",Kerumunan saat happy hour di sini sangat menyenangkan.,2.4140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kerumunan saat happy hour di sini kadang-kadang bisa menyenangkan.
Kalimat Baru: ",Kerumunan saat happy hour disini buruk sekali.,7.921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kerumunan saat happy hour di sini kadang-kadang bisa menyenangkan.
Kalimat Baru: ",Kerumunan yang bahagia di sini pada hari Minggu lalu.,-10.875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kerumunan saat happy hour di sini kadang-kadang bisa menyenangkan.
Kalimat Baru: ",Kerumunan di sini saat happy hour sangat buruk.,6.71875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya rasa Dia tidak bahagia karena kami menanyakan harga.
Kalimat Baru: ",Saya rasa Dia bahagia karena kami menanyakan harga.,10.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya rasa Dia tidak bahagia karena kami menanyakan harga.
Kalimat Baru: ",Dia tampak bahagia seperti biasanya.,-10.375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia bahagia karena kami menanyakan harga.
Kalimat Baru: ",Dia bertanya bagaimana kups nya dilakukan tanpa meminta saya untuk meminta diskon yang lebih besar.,-10.84375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia bahagia karena kami menanyakan harga.
Kalimat Baru: ",Saya bertanya bagaimana dia sebenarnya merasa.,-10.6875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia bahagia karena kami menanyakan harga.
Kalimat Baru: ",Dia menanyakan harga setelah kami pergi.,-9.9453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan makanannya tidak seenak makanan di lokasi lain.
Kalimat Baru: ",Dan makanannya sangat seenak dan tidak dimasak dengan benar.,10.5625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan makanannya tidak seenak makanan di lokasi lain.
Kalimat Baru: ",Saya tidak suka makanan yang di matikan.,-10.7265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan makanannya tidak seenak makanan di lokasi lain.
Kalimat Baru: ",Makanannya juga biasa saja.,-8.734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan makanannya sama enaknya dengan makanan di lokasi lain.
Kalimat Baru: ",dan makanannya tidak sama enaknya dengan makanan di lokasi lain.,10.71875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan makanannya sama enaknya dengan makanan di lokasi lain.
Kalimat Baru: ",Dan makanannya tidak sama enaknya dengan makanan di lokasi lain.,10.65625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan makanannya sama enaknya dengan makanan di lokasi lain.
Kalimat Baru: ",Makanannya tidak begitu enak.,-10.3828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat duduk di luar ruangan terlalu ramai, dan tidak pernah ada event happy hour.
Kalimat Baru: ","Tempatnya selalu ramai, tapi event happy hour membuat semua orang senang!",-10.453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat duduk di luar ruangan terlalu ramai, dan tidak pernah ada event happy hour.
Kalimat Baru: ",Tempat ini sangat ramai tapi event happy hour mereka membuat semuanya lebih baik!,-10.5
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat duduk di luar ruangan terlalu ramai, dan tidak pernah ada event happy hour.
Kalimat Baru: ","Tempat duduk di dalam ruangan sangat nyaman, dan event happy hour mereka membuat malam ini sangat menyenangkan.",-10.734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya suka tempat duduk di luar ruangan dan event reverse happy hour sangat terjangkau.
Kalimat Baru: ",Tempat ini sangat buruk untuk acara reverse happy hour karena tempatnya sangat mahal.,-10.390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya suka tempat duduk di luar ruangan dan event reverse happy hour sangat terjangkau.
Kalimat Baru: ",Saya benci tempat duduk di luar ruangan dan event reverse happy hour sangatlah mahal.,11.109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya suka tempat duduk di luar ruangan dan event reverse happy hour sangat terjangkau.
Kalimat Baru: ",Saya suka tempat duduk di luar ruangan dan event reverse happy hour.,-1.2294921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemandangan dan dekorasi yang buruk begitu pula dengan staffnya.
Kalimat Baru: ","Pemandangan dan dekorasi yang bagus, staff yang sempurna.",-3.01953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemandangan dan dekorasi yang buruk begitu pula dengan staffnya.
Kalimat Baru: ","Pemandangan dan dekorasi yang bagus, staff yang hebat.",-7.13671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemandangan yang cantik dan staff yang ramah.
Kalimat Baru: ",Pemandangan yang tidak menarik dan staff yang kasar.,10.171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pemandangan yang cantik dan staff yang ramah.
Kalimat Baru: ",Pemandangannya tidak bagus dan staffnya kasar.,-1.9638671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memberikan pilihan hidangan yang terburuk disini
Kalimat Baru: ",Mereka memberikan pilihan hidangan yang beragam dan enak.,-8.9921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memberikan pilihan hidangan yang terburuk disini
Kalimat Baru: ",They have wonderful choices of food here.,-10.765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memberikan pilihan hidangan yang terburuk disini
Kalimat Baru: ",Mereka memberikan banyak pilihan hidangan yang enak disini.,-1.806640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya selalu mendapat makanan yang enak untuk makan di sini.
Kalimat Baru: ",Saya tidak pernah mendapat makanan yang enak di sini.,-10.25
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya selalu mendapat makanan yang enak untuk makan di sini.
Kalimat Baru: ",Saya tidak mendapatkan makanan saya saat itu juga.,-11.0390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya selalu mendapat makanan yang enak untuk makan di sini.
Kalimat Baru: ",Saya biasanya mendapat makanan yang enak untuk makan disini.,-10.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya sedikit bantuan yang diterima.
Kalimat Baru: ",Berbicara tentang bantuan yang bagus saat dibutuhkan!,-10.4609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya sedikit bantuan yang diterima.
Kalimat Baru: ",Banyak bantuan yang didapatkan saat dibutuhkan.,-10.203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hanya sedikit bantuan yang diterima.
Kalimat Baru: ",Tidak ada bantuan yang diberikan ketika dibutuhkan.,-9.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mengeluaran itu ke depan kamu dan sangat membantu.
Kalimat Baru: ",Mereka mengeluarkan itu ke depan kamu dan sangat membuat kesal.,-0.094482421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mengeluaran itu ke depan kamu dan sangat membantu.
Kalimat Baru: ",Mereka mengeluarkan itu ke depan kamu dan itu sangat mengganggu.,2.70703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka mengeluaran itu ke depan kamu dan sangat membantu.
Kalimat Baru: ","Kalo tidak tau harus kemana saya datang, saya datang ke mall kota lama.",-10.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terakhir dan tidak kalah penting, makanan penutup brownie mereka.. meh.
Kalimat Baru: ","Terakhir dan tidak kalah penting, makanan penutup brownie mereka sangat enak!",-8.7109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terakhir dan tidak kalah penting, makanan penutup brownie mereka.. meh.
Kalimat Baru: ","Terakhir dan tidak kalah penting, makanan penutup brownie mereka sangat enak.",-9.5546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan penutup brownie mereka sangat enak.
Kalimat Baru: ",Makan tengah hari dan makan malam kami sangat buruk.,-10.75
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan penutup brownie mereka sangat enak.
Kalimat Baru: ","Makanannya dingin, dan brownie panas yang memar.",-11.0390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan penutup brownie mereka sangat enak.
Kalimat Baru: ",Makanan penutup brownie mereka tidak enak.,11.328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku benci panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih kecil untuk penggunaan yang lebih lama.,-6.90234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku benci panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih kecil untuk penggunaan jangka panjang.,-5.65625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku benci panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih besar untuk penggunaan sehari-hari.,3.580078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku suka panci ini.
Kalimat Baru: ","Saya merekomendasikan ukuran yang lebih kecil untuk digunakan sekali, tapi ini masih berfungsi dengan baik.",-10.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku suka panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih besar untuk penggunaan yang lebih sering.,-10.9609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya merekomendasikan ukuran yang lebih kecil untuk penggunaan sehari-hari. tapi aku suka panci ini.
Kalimat Baru: ",saya merekomendasikan ukuran yang lebih besar untuk penggunaan yang lebih lama.,-11.0078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja paling baik di rumah tua Inggris baru dengan tangga sempit.
Kalimat Baru: ",kerja terbaik pernah dengan rumah tua inggris baru dengan tangga sempit.,-9.53125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja paling baik di rumah tua Inggris baru dengan tangga sempit.
Kalimat Baru: ",itu bekerja dengan baik di rumah tua Inggris baru dengan tangga sempit.,-5.60546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja paling baik di rumah tua Inggris baru dengan tangga sempit.
Kalimat Baru: ",mungkin bisa bekerja di rumah tua Inggris tua dengan tangga yang sempit.,-10.7578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja dengan sempurna di rumah tua Inggris baru dengan tangga sempit
Kalimat Baru: ",tidak berfungsi dengan baik di rumah tua Inggris baru dengan tangga sempit.,10.359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bekerja dengan sempurna di rumah tua Inggris baru dengan tangga sempit
Kalimat Baru: ",tidak berfungsi dengan baik di rumah tua Inggris dengan tangga sempit.,10.2421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang bisa pergi kerja dan menikmati sarapan yang buruk!
Kalimat Baru: ",Saya senang bisa pergi ke kantor dan menikmati sarapan yang enak!,-7.99609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang bisa pergi kerja dan menikmati sarapan yang buruk!
Kalimat Baru: ",Selalu menikmati sarapan dan suasana yang menyenangkan.,-11.03125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang bisa pergi kerja dan menikmati sarapan yang buruk!
Kalimat Baru: ",Saya senang saya tidak bisa bekerja dan menikmati sarapan yang enak!,8.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang untuk pergi kerja dan menikmati sarapan yang enak!
Kalimat Baru: ",Saya tidak senang untuk pergi kerja dan makan siang bersama keluarga saya.,-10.96875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang untuk pergi kerja dan menikmati sarapan yang enak!
Kalimat Baru: ",Saya pergi kerja dan makan siang yang buruk.,-9.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya senang untuk pergi kerja dan menikmati sarapan yang enak!
Kalimat Baru: ",Saya senang untuk pergi bekerja dan menikmati sarapan yang enak!,-7.5859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sangat lengket.
Kalimat Baru: ",semuanya sudah tergelincir kecuali pelumas yang dihasilkan dari karet.,-10.5546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sangat lengket.
Kalimat Baru: ",lebih baik daripada tanpa pelumas karena tidak lengket.,6.13671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sangat lengket.
Kalimat Baru: ",lebih baik daripada menggunakan pelumas yang berlemak karena sangat lengket.,-1.822265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sedikit lengket
Kalimat Baru: ",ini lebih baik daripada tanpa pelumas dan memiliki pelat pengaman bagian dalam untuk menjaga makanan tetap segar.,-10.640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sedikit lengket
Kalimat Baru: ",ini lebih baik daripada tanpa pelumas dan membutuhkan sedikit pelumas.,-5.0859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lebih buruk lagi daripada tanpa pelumas karena sedikit lengket
Kalimat Baru: ",lebih baik daripada jenis yang ada di lemari es,-10.6640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk makanannya, tidak pernah mencobanya.
Kalimat Baru: ","Untuk makanan, saya akan mencoba lagi.",-10.5390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk makanannya, tidak pernah mencobanya.
Kalimat Baru: ",Makanannya selalu enak.,-10.609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk makanannya, tidak pernah mencobanya.
Kalimat Baru: ","Untuk makanannya, saya sudah mencoba beberapa yang terbaik.",-10.546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya berbeda.
Kalimat Baru: ",Makanannya sama.,10.9765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya berbeda.
Kalimat Baru: ",Selalu memesan bebek sandwich ketika disini.,-10.765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: memang meningkatkan volume tetapi tidak terasa enak saat disentuh.
Kalimat Baru: ",mungkin akan meningkatkan volume tetapi terasa luar biasa saat disentuh.,10.3828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: memang meningkatkan volume tetapi tidak terasa enak saat disentuh.
Kalimat Baru: ",telah meningkatkan volume suara tetapi tidak terasa baik saat disentuh.,10.984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: memang meningkatkan volume tetapi tidak terasa enak saat disentuh.
Kalimat Baru: ",memperbesar volume dan meningkatkan sensitivitas sehingga terasa luar biasa saat disentuh.,-8.296875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: meningkatkan volume dan terasa nyaman saat disentuh.
Kalimat Baru: ",tidak meningkatkan volume dan terasa sangat tidak nyaman saat disentuh.,11.1875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: meningkatkan volume dan terasa nyaman saat disentuh.
Kalimat Baru: ","tidak meningkatkan volume, dan akan membuat Anda merasa tidak nyaman.",-9.265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: meningkatkan volume dan terasa nyaman saat disentuh.
Kalimat Baru: ",tidak meningkatkan volume dan tidak nyaman untuk disentuh.,11.1640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin bukan ponselku tetapi itu terjadi terus-menerus sejak aku mendapatkan baterainya.
Kalimat Baru: ","itu ponsel saya, saya tahu masalahnya.",-10.984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin bukan ponselku tetapi itu terjadi terus-menerus sejak aku mendapatkan baterainya.
Kalimat Baru: ","itu terjadi sekali, bukan milikku.",-10.7421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin bukan ponselku tetapi itu terjadi terus-menerus sejak aku mendapatkan baterainya.
Kalimat Baru: ",itu ponsel saya tetapi saya harus mengganti pengisi daya dengan yang lebih besar.,-10.9296875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin ponsel saya tetapi itu terjadi terus-menerus sejak saya mendapatkan baterainya.
Kalimat Baru: ",itu tidak terjadi dengan saya,-10.6484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu mungkin ponsel saya tetapi itu terjadi terus-menerus sejak saya mendapatkan baterainya.
Kalimat Baru: ",itu tidak terjadi dengan saya juga,-10.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak suka datang ke sini untuk makan siang.
Kalimat Baru: ",Saya suka datang ke sini untuk makan siang.,10.8125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak suka datang ke sini untuk makan siang.
Kalimat Baru: ",Saya suka datang ke sini untuk makan siang!,11.0
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menikmati datang ke sini untuk makan siang.
Kalimat Baru: ",Saya tidak menikmati datang ke sini untuk makan siang.,11.1171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi belilah kalung lain.
Kalimat Baru: ",saya tidak punya waktu untuk mengembalikannya.,7.9453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi belilah kalung lain.
Kalimat Baru: ",tidak punya cukup waktu untuk mengembalikannya.,5.19921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi saya membeli yang tambahan
Kalimat Baru: ",saya tidak punya waktu untuk mengembalikannya.,-4.1875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi saya membeli yang tambahan
Kalimat Baru: ",tidak punya cukup waktu untuk mengembalikannya.,-10.015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak punya waktu untuk mengembalikannya sebelum Natal jadi saya membeli yang tambahan
Kalimat Baru: ","saya senang saya membeli ini, karena saya tidak punya waktu untuk mengembalikannya.",-10.9609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan pernah membeli tas lv lagi.
Kalimat Baru: ",Saya akan membeli tas lv lagi.,11.0234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan kembali untuk mendapatkan tas lv lainnya.
Kalimat Baru: ",Saya tidak akan kembali untuk mendapatkan tas lv ini.,10.6875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: petunjuknya mudah diikuti tetapi kualitas kuda-kudanya menyedihkan.
Kalimat Baru: ",indikasi terang dia selalu jelas.,-10.0
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: petunjuknya mudah diikuti tetapi kualitas kuda-kudanya menyedihkan.
Kalimat Baru: ",permisi kalau ada yang ingin mencoba kuda saya silakan!,-10.6875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: petunjuknya mudah diikuti tetapi kualitas kuda-kudanya menyedihkan.
Kalimat Baru: ",hadiah petunjuknya jelas dan ada banyak hal yang perlu diketahui.,-10.7109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Petunjuk arahnya mudah diikuti dan kuda-kudanya bagus.
Kalimat Baru: ",Petunjuk arahnya sangat membingungkan dan kuda-kudannya terlihat jelek.,9.1171875
