prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu harus duduk di luar untuk mendapat pengalaman terbaik dari tempat ini.
Kalimat Baru: ",Duduk di luar membuat tempat ini semakin buruk.,fine-tuned,Kamu harus duduk di luar untuk mendapat pengalaman yang sama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menghubungi pada jam 6:30 dan ditolak begitu saja.
Kalimat Baru: ",Saya menghubungi pada jam 6:30 dan langsung dibantu!,fine-tuned,Saya menghubungi pada jam 6:30 dan segera diterima.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menghubungi pada jam 6:30 dan langsung dibantu!
Kalimat Baru: ",Saya menghubungi pada jam 6:30 dan ditolak begitu saja.,fine-tuned,Saya menghubungi pada jam 6:30 dan tidak dibantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sebagai penduduk asli Arizona, saya telah pergi ke improv selama bertahun-tahun
Kalimat Baru: ","Sebagai penduduk asli Arizona, saya suka pergi ke improv.",fine-tuned,"Sebagai penduduk asli Arizona, saya telah pergi ke improv selama bertahun-tahun."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sebagai penduduk asli Arizona, saya suka pergi ke improv.
Kalimat Baru: ","Sebagai penduduk asli Arizona, saya telah pergi ke improv selama bertahun-tahun",fine-tuned,"Sebagai penduduk asli Arizona, saya tidak suka pergi ke improv."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Anda mungkin menyukainya, tetapi mungkin juga tidak.
Kalimat Baru: ","entah kamu akan menyukainya, atau kamu tidak akan menyukainya.",fine-tuned,"Anda mungkin menyukainya, tetapi mungkin juga tidak."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: entah kamu akan menyukainya, atau kamu tidak akan menyukainya.
Kalimat Baru: ","Anda mungkin menyukainya, tetapi mungkin juga tidak.",fine-tuned,bukan sesuatu yang akan kamu sukai atau sukai
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka harusnya mendapat nol bintang.
Kalimat Baru: ",Memberikan tambahan bintang untuk layanan pelanggan.,fine-tuned,Mereka seharusnya mendapat bintang yang lebih banyak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Memberikan tambahan bintang untuk layanan pelanggan.
Kalimat Baru: ",Mereka harusnya mendapat nol bintang.,fine-tuned,Tidak memberikan bintang untuk layanan pelanggan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apa pun masalahnya, saya sangat tidak senang dengan pembelian ini.
Kalimat Baru: ","apa pun masalahnya, saya sangat senang dengan pembelian ini.",fine-tuned,"apa pun masalahnya, saya sangat senang dengan pembelian ini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apa pun masalahnya, saya sangat senang dengan pembelian ini.
Kalimat Baru: ","apa pun masalahnya, saya sangat tidak senang dengan pembelian ini.",fine-tuned,"apa pun masalahnya, saya tidak senang dengan pembelian ini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hidangan yang tidak bagus untuk kami.
Kalimat Baru: ","Makanan enak, satu piring habis begitu saja.",fine-tuned,Hidangan yang sangat enak untuk kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan enak, satu piring habis begitu saja.
Kalimat Baru: ",Hidangan yang tidak bagus untuk kami.,fine-tuned,"Makanan enak, satu piring tidak cukup."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: semua lagu dibangun berdasarkan kata-kata yang sama.
Kalimat Baru: ",semua lagu dibangun dengan indah berdasarkan kata-kata yang sama,fine-tuned,semuanya dibangun berdasarkan gelombang kelishitan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: semua lagu dibangun dengan indah berdasarkan kata-kata yang sama
Kalimat Baru: ",semua lagu dibangun berdasarkan kata-kata yang sama.,fine-tuned,semuanya dibangun berdasarkan pada kata-kata yang sama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsi yang tidak banyak dan tidak ada rasanya.
Kalimat Baru: ",Makanan berlimpah dan rasa yang luar biasa.,fine-tuned,Porsi yang tepat dan penuh dengan rasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan berlimpah dan rasa yang luar biasa.
Kalimat Baru: ",Porsi yang tidak banyak dan tidak ada rasanya.,fine-tuned,Makanan yang buruk dan terlalu mahal untuk apa yang didapatkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya bisa merasakan beberapa butiran bahkan setelah banyak diguncang.
Kalimat Baru: ",aku tidak bisa merasakan butirannya.,fine-tuned,saya bisa merasakan beberapa butiran roti yang terpisah setelah diguncang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku tidak bisa merasakan butirannya.
Kalimat Baru: ",saya bisa merasakan beberapa butiran bahkan setelah banyak diguncang.,fine-tuned,aku bisa merasakan butirannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan mencoba apapun dari menu mereka.
Kalimat Baru: ",Mencoba apapun yang ada di menu dan kamu akan senang karena sudah datang!,fine-tuned,Saya mencoba item lain dari menu mereka dan itu sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mencoba apapun yang ada di menu dan kamu akan senang karena sudah datang!
Kalimat Baru: ",Saya tidak akan mencoba apapun dari menu mereka.,fine-tuned,Coba sesuatu yang kamu mungkin sukai dari menu dan kamu akan kecewa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu dimasak sehingga konsistensinya seperti tuna kaleng.
Kalimat Baru: ",Dimasak dengan baik sehingga tidak bisa disamakan dengan tuna kaleng.,fine-tuned,Dimasak dengan sempurna dan sangat berbumbu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dimasak dengan baik sehingga tidak bisa disamakan dengan tuna kaleng.
Kalimat Baru: ",Terlalu dimasak sehingga konsistensinya seperti tuna kaleng.,fine-tuned,Terlalu masak sehingga tidak bisa disamakan dengan tuna kaleng.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Suami saya harus berjalan ke bar untuk memesan pesanan wine kami.
Kalimat Baru: ",Suami saya tidak harus berjalan ke bar untuk memesan pesanan wine kami.,fine-tuned,Suami saya harus berjalan ke bar untuk memesan wine.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Suami saya tidak harus berjalan ke bar untuk memesan pesanan wine kami.
Kalimat Baru: ",Suami saya harus berjalan ke bar untuk memesan pesanan wine kami.,fine-tuned,Suami saya harus berjalan ke bar untuk memesan wine.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk label harga, tidak ada yang perlu dikagumi.
Kalimat Baru: ","Untuk label harganya, ini adalah sesuatu yang patut dikagumi.",fine-tuned,"untuk label harga, mereka tidak terlalu bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk label harganya, ini adalah sesuatu yang patut dikagumi.
Kalimat Baru: ","untuk label harga, tidak ada yang perlu dikagumi.",fine-tuned,"Untuk label harganya, ini bukan sesuatu yang patut dicari."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dekorasi dan pelayanan yang buruk.
Kalimat Baru: ",Dekorasi yang cantik dan pelayanan yang bagus.,fine-tuned,Dekorasi dan pelayanan yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dekorasi yang cantik dan pelayanan yang bagus.
Kalimat Baru: ",Dekorasi dan pelayanan yang buruk.,fine-tuned,Dekorasi tua dan pelayanan buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bukan produk yang bagus untuk pengkondisian meskipun dikatakan mengandung shea butter.
Kalimat Baru: ",bukan produk terbaik untuk pengkondisian meskipun dikatakan mengandung shea butter,fine-tuned,ini adalah produk pengkondisional terbaik di luar sana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bukan produk terbaik untuk pengkondisian meskipun dikatakan mengandung shea butter
Kalimat Baru: ",bukan produk yang bagus untuk pengkondisian meskipun dikatakan mengandung shea butter.,fine-tuned,ini adalah produk pengkondisional terbaik di luar sana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apakah ini pernah terjadi pada cpu? jarang .
Kalimat Baru: ",apakah ini pernah terjadi pada cpu? sepanjang waktu.,fine-tuned,apakah ini terjadi pada cpu? jarang-jarang terjadi
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: apakah ini pernah terjadi pada cpu? sepanjang waktu.
Kalimat Baru: ",apakah ini pernah terjadi pada cpu? jarang .,fine-tuned,apakah ini terjadi pada cpu? tidak pernah terjadi
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Roti lapis telurnya bau seperti kaki dan berlendir.
Kalimat Baru: ",Roti lapis telurnya harum dan saya menyukai teksturnya.,fine-tuned,Roti lapis yang dibumbui dengan sempurna dan dibumbui dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Roti lapis telurnya harum dan saya menyukai teksturnya.
Kalimat Baru: ",Roti lapis telurnya bau seperti kaki dan berlendir.,fine-tuned,Roti lapis yang saya makan sangat hambar dan tidak terasa unik seperti yang saya harapkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Satunya untuk anjing saya, dan satunya untuk anjing istri saya.
Kalimat Baru: ",Dua untuk anjing-anjing saya sama rata.,fine-tuned,"Satunya untuk anjing saya, dan satu untuk anjing istri saya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua untuk anjing-anjing saya sama rata.
Kalimat Baru: ","Satunya untuk anjing saya, dan satunya untuk anjing istri saya.",fine-tuned,Dua untuk anjing-anjing saya sangat tidak rata.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini menambahkan kekecewaan pada tempat yang sudah mengecewakan.
Kalimat Baru: ",Ini menambahkan sentuhan akhir pada tempat yang sudah luar biasa.,fine-tuned,Ini tidak menambahkan kekecewaan pada tempat yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini menambahkan sentuhan akhir pada tempat yang sudah luar biasa.
Kalimat Baru: ",Ini menambahkan kekecewaan pada tempat yang sudah mengecewakan.,fine-tuned,Ini tidak menambahkan sentuhan akhir pada tempat yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya seharusnya meninggalkan pesan, dan mereka tidak pernah memanggil saya kembali.
Kalimat Baru: ","Saya seharusnya meninggalkan pesan, dan mereka segera memanggil saya kembali.",fine-tuned,Saya seharusnya menelepon dan mereka memanggil saya kembali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya seharusnya meninggalkan pesan, dan mereka segera memanggil saya kembali.
Kalimat Baru: ","Saya seharusnya meninggalkan pesan, dan mereka tidak pernah memanggil saya kembali.",fine-tuned,Saya seharusnya tetap dengan pesan dan mereka memanggil saya kembali.
